Country,Type,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Kyrgyzstan,Cropland area actually irrigated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,62.0,64.0,69.0,69.0,68.4,70.6,70.7,0.0,0.0,0.0,0.0,0.0,938.0,938.1,938.9,939.1,939.4
Lao People's Democratic Republic,Country area,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0
Lao People's Democratic Republic,Cropland,650.0,650.0,650.0,650.0,650.0,660.0,660.0,670.0,672.0,677.0,682.0,712.0,732.0,755.0,768.0,780.0,790.0,798.0,805.0,806.0,809.0,817.0,820.0,830.0,835.0,838.0,840.0,850.0,852.0,860.0,862.0,864.0,865.0,890.0,900.0,900.0,930.0,940.0,958.0,1001.0,1051.0,1096.0,1141.0,1186.0,1235.0,1290.0,1338.0,1389.0,1468.0,1530.0,1596.5,1619.0,1658.0,1765.0,1819.0,1819.0,1769.0,1719.0
Latvia,Country area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6455.9,6455.9,6455.9,6455.9,6455.9,6455.9,6455.9,6455.9,6455.9,6455.9,6455.9,6455.9,6455.9,6455.9,6455.9,6455.9,6455.9,6456.0,6451.0,6448.0,6448.0,6449.0,6457.0,6457.0,6457.0,6457.0,6457.0
Latvia,Cropland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1710.0,1711.0,1740.0,1031.0,1076.0,1094.0,1071.0,999.0,982.0,970.0,985.0,969.0,1021.0,1105.0,1218.0,1198.0,1177.0,1174.0,1180.0,1165.0,1184.0,1214.0,1215.0,1236.5,1296.0,1298.0,1303.0
Lebanon,Country area,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0
Lebanon,Cropland,262.0,270.0,270.0,280.0,296.0,296.0,306.0,316.0,320.0,325.0,330.0,335.0,345.0,340.0,335.0,330.0,325.0,319.0,313.0,301.0,298.0,298.0,298.0,298.0,299.0,300.0,304.0,304.0,304.0,305.0,306.0,306.0,306.0,307.0,309.0,318.0,322.0,326.0,265.0,270.0,263.0,271.0,277.0,278.3,283.0,279.0,277.1,263.0,263.0,240.0,251.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0
Lebanon,Cropland area actually irrigated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,122.0,107.0,109.0,109.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lesotho,Country area,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0
Lesotho,Cropland,361.0,356.0,356.0,358.0,358.0,363.0,363.0,368.0,368.0,372.0,364.0,359.0,359.0,359.0,376.0,359.0,292.0,293.0,309.0,296.0,302.0,292.0,287.0,301.0,308.0,291.0,330.0,343.0,305.0,321.0,323.0,336.0,334.0,329.0,324.0,326.0,329.0,329.0,329.0,334.0,334.0,304.0,304.0,314.0,327.0,307.0,329.0,362.0,339.0,326.0,312.0,285.3,252.1,276.3,223.0,356.0,418.0,433.3
Liberia,Country area,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0,11137.0
Liberia,Cropland,583.0,581.0,581.0,578.0,578.0,575.0,575.0,573.0,573.0,571.0,571.0,571.0,571.0,571.0,571.0,571.0,576.0,576.0,576.0,576.0,576.0,580.0,585.0,586.0,588.0,597.0,603.0,600.0,600.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,520.0,560.0,590.0,610.0,610.0,610.0,610.0,615.0,615.0,615.0,615.0,630.0,650.0,660.0,705.0,710.0,710.0,710.0,700.0,700.0,700.0,700.0
Libya,Country area,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0,175954.0
Libya,Cropland,1970.0,1983.0,1985.0,1993.0,1995.0,2003.0,2005.0,2015.0,2020.0,2025.0,2035.0,2038.0,2045.0,2048.0,2055.0,2058.0,2065.0,2073.0,2075.0,2080.0,2085.0,2092.0,2105.0,2115.0,2127.0,2135.0,2140.0,2140.0,2145.0,2155.0,2160.0,2165.0,2165.0,2175.0,2215.0,2366.0,2366.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2085.0,2085.0,2085.0,2085.0,2085.0,2085.0,2051.0,2051.0,2055.0,2055.0,2050.0,2050.0,2050.0,2050.0,2050.0
Liechtenstein,Country area,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
Liechtenstein,Cropland,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.9,3.9,3.9,3.9,3.9,3.8,3.8,3.8,3.5,3.3,3.0,3.0,2.6,2.32,2.16,2.16,2.16,2.16
Lithuania,Country area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6530.0,6530.0,6530.0,6530.0,6530.0,6530.0,6530.0,6530.0,6530.0,6530.0,6530.0,6530.0,6530.0,6530.0,6530.0,6530.0,6530.0,6530.0,6530.0,6530.0,6530.0,6530.0,6528.6,6528.6,6528.6,6528.6,6529.0
Lithuania,Cropland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2929.0,2873.0,2630.0,2909.0,2910.0,2921.0,2933.0,2996.0,2921.0,1674.0,1682.0,1568.0,1649.2,1946.3,1914.4,1865.5,1888.9,2081.4,2158.1,2216.6,2292.3,2323.0,2384.3,2206.9,2177.5,2139.2,2151.0
Luxembourg,Country area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0
Luxembourg,Cropland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,63.0,63.0,63.0,62.0,62.0,63.0,64.0,63.33,63.45,63.63,64.13,63.98,64.16,64.35,63.4,63.592,63.676
Madagascar,Country area,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58704.0,58729.5,58729.5,58729.5,58729.5,58729.5,58729.5,58729.5,58729.5
Madagascar,Cropland,2145.0,2170.0,2195.0,2220.0,2245.0,2270.0,2295.0,2320.0,2350.0,2370.0,2390.0,2420.0,2440.0,2475.0,2759.0,2764.0,2929.0,3000.0,3020.0,3040.0,3075.0,3100.0,3135.0,3160.0,3195.0,3220.0,3240.0,3270.0,3295.0,3325.0,3350.0,3370.0,3490.0,3480.0,3480.0,3480.0,3490.0,3490.0,3500.0,3500.0,3550.0,3550.0,3550.0,3550.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
Malawi,Country area,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0,11848.0
Malawi,Cropland,1360.0,1460.0,1510.0,1560.0,1763.0,1813.0,1765.0,1867.0,1917.0,1867.0,2017.0,2067.0,2117.0,2120.0,2070.0,2072.0,2075.0,2128.0,2130.0,1990.0,2090.0,2190.0,2100.0,2150.0,2165.0,2265.0,2270.0,2275.0,2325.0,2378.0,2480.0,2430.0,2430.0,2230.0,2430.0,2530.0,2580.0,2730.0,2830.0,2880.0,2980.0,2980.0,3130.0,3130.0,3330.0,3435.0,3135.0,3585.0,3635.0,3835.0,3735.0,3735.0,3750.0,3800.0,3800.0,3800.0,3800.0,3800.0
Malaysia,Country area,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33080.0,33039.6,33039.6,33034.5,33034.5,33034.5,33034.5
Malaysia,Cropland,2864.74,2927.95,3050.87,3111.02,3268.34,3277.13,3338.68,3465.3,3518.94,3646.01,3717.78,3837.03,3915.89,3974.47,4105.14,4188.62,4317.74,4338.61,4582.11,4627.14,4783.79,4844.79,4940.44,4951.12,5147.75,5449.9,5801.4,6111.8,6447.7,6480.6,6516.5,6526.5,6610.4,6709.9,6685.0,6676.1,6673.7,6659.7,6662.1,6653.7,6662.0,6752.5,6831.24,6846.7,6849.41,6790.2,6822.2,6865.4,6935.0,7104.3,7245.6,7544.2,7774.3,7804.0,8284.97,8286.0,8286.0,8286.0
Malaysia,Cropland area actually irrigated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.0,444.0,442.0,442.0,442.0,0.0
Maldives,Country area,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
Maldives,Cropland,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,9.0,11.0,11.0,10.0,8.0,7.0,7.0,7.0,7.0,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
Mali,Country area,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0,124019.0
Mali,Cropland,1698.0,1703.0,1708.0,1713.0,1718.0,1722.0,1728.0,1728.0,1728.0,1778.0,1778.0,1778.0,1778.0,1828.0,1878.0,2077.0,2075.0,2075.0,2080.0,2080.0,2083.0,2083.0,2083.0,2083.0,2103.0,2106.0,2106.0,2123.0,2123.0,2128.0,2138.0,2240.0,3140.0,3250.0,3419.0,4650.0,4650.0,4650.0,4650.0,4600.0,4635.0,5045.0,6087.0,5152.0,5753.0,5827.0,5958.0,5911.0,6405.4,6411.0,7011.0,7011.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0
Mali,Cropland area actually irrigated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,155.0,165.0,166.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malta,Country area,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
Malta,Cropland,18.0,17.0,16.0,15.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,13.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,11.0,11.0,10.0,9.0,9.0,9.0,10.0,10.0,10.4,10.0,9.3,9.2,9.3,9.3,9.3,10.33,10.33,10.3,10.23,10.23,10.23,10.38,10.38,10.38
Malta,Cropland area actually irrigated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.4,0.0,2.7,2.7,2.7,3.5,3.5,3.5,3.7,3.7,3.7,3.5,3.5,3.5
Marshall Islands,Country area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
Marshall Islands,Cropland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,8.5,8.5,8.5,8.5,8.5,8.5
Martinique,Country area,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0
Martinique,Cropland,21.0,21.0,21.0,21.0,21.0,22.0,25.0,25.0,25.0,25.0,25.0,25.0,23.0,23.0,23.0,23.0,21.0,21.0,22.0,20.0,19.0,19.0,19.0,20.0,19.0,20.0,21.0,20.0,19.0,20.0,17.0,17.0,17.0,20.0,20.0,21.0,22.0,23.0,23.0,21.0,21.0,21.0,21.0,19.0,18.0,17.0,18.1,18.1,17.9,17.6,17.3,17.5,17.9,16.8,17.5,17.4,14.94,15.66
Mauritania,Country area,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0,103070.0
Mauritania,Cropland,272.0,272.0,273.0,273.0,273.0,273.0,273.0,273.0,283.0,283.0,243.0,243.0,230.0,200.0,196.0,199.0,200.0,196.0,199.0,214.0,234.0,254.0,274.0,285.0,305.0,325.0,345.0,365.0,385.0,406.0,416.0,428.0,440.0,480.0,510.0,500.0,500.0,500.0,500.0,500.0,462.0,412.0,412.0,411.0,411.0,411.0,411.0,411.0,401.0,461.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0
Mauritius,Country area,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0
Mauritius,Cropland,92.0,93.0,93.0,93.0,94.0,92.0,98.0,104.0,104.0,105.0,105.0,106.0,106.0,106.0,106.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,106.0,105.0,104.0,103.0,102.0,100.0,98.0,97.0,96.0,95.0,95.0,93.0,94.0,95.0,93.0,92.0,91.0,89.0,87.0,85.0,84.0,84.0,84.0,82.0,80.0,79.0,79.0,79.0,79.0,79.0,79.0
Mayotte,Country area,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4
Mayotte,Cropland,15.0,15.0,15.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,18.5,18.5,18.5,18.5,18.5,18.5,18.5,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.98,19.98
Mexico,Country area,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196438.0,196437.5,196437.5,196437.5
Mexico,Cropland,20817.0,20680.0,20610.0,20550.0,20480.0,20415.0,20340.0,20270.0,20210.0,19138.0,19179.0,19209.0,19288.0,19268.0,19297.0,19326.0,19406.0,19435.0,19265.0,19469.0,19672.0,19800.0,20348.0,20254.0,20559.0,20465.0,21470.0,21876.0,22781.0,23787.0,24696.0,24757.0,24822.0,24887.0,24952.0,25117.0,25182.0,25247.0,25313.0,25378.0,25643.0,25708.0,25773.0,25838.0,25903.0,25968.0,26145.0,25597.0,24827.0,24178.0,23890.0,22764.0,22237.0,21794.0,23306.0,24792.0,26574.0,26612.0
Micronesia (Federated States of),Country area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
Micronesia (Federated States of),Cropland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
Monaco,Country area,0.2027,0.2027,0.2027,0.2027,0.2027,0.2027,0.2027,0.2027,0.2027,0.2027,0.2027,0.2027,0.2027,0.2027,0.2027,0.2027,0.2027,0.2027,0.2027,0.2027,0.2027,0.2027,0.2027,0.2027,0.2027,0.2027,0.2027,0.2027,0.2027,0.2027,0.2027,0.2027,0.2027,0.2027,0.2027,0.2027,0.2027,0.2027,0.2027,0.2027,0.2027,0.2027,0.2027,0.2027,0.2027,0.2027,7.492,7.492,7.492,7.492,7.492,7.492,7.492,7.492,7.492,7.492,7.492,7.492
Mongolia,Country area,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156412.0,156411.6,156411.6
